Institute,Program,Seat Type,Gender,OR,CR
IITBhubaneswar,"CivilEngineering(4YearsBachelorof
Technology)",EWS,Gender-Neutral,2062,2267
IITBhubaneswar,"CivilEngineering(4YearsBachelorof
Technology)",EWS,"Female-only
(including
Supernumerary)",3638,4265
IITBhubaneswar,"CivilEngineering(4YearsBachelorof
Technology)",OBC-NCL,Gender-Neutral,4115,5231
IITBhubaneswar,"CivilEngineering(4YearsBachelorof
Technology)",OBC-NCL,"Female-only
(including
Supernumerary)",7450,8720
IITBhubaneswar,"CivilEngineering(4YearsBachelorof
Technology)",OPEN,Gender-Neutral,9106,14782
IITBhubaneswar,"CivilEngineering(4YearsBachelorof
Technology)",OPEN,"Female-only
(including
Supernumerary)",18286,23024
IITBhubaneswar,"CivilEngineering(4YearsBachelorof
Technology)",SC,Gender-Neutral,2381,2587
IITBhubaneswar,"CivilEngineering(4YearsBachelorof
Technology)",SC,"Female-only
(including
Supernumerary)",4031,4293
IITBhubaneswar,"CivilEngineering(4YearsBachelorof
Technology)",ST,Gender-Neutral,753,977
IITBhubaneswar,"CivilEngineering(4YearsBachelorof
Technology)",ST,"Female-only
(including
Supernumerary)",1718,1750
IITBhubaneswar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",EWS,Gender-Neutral,400,466
IITBhubaneswar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",EWS,"Female-only
(including
Supernumerary)",1025,1025
IITBhubaneswar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OBC-NCL,Gender-Neutral,774,1237
IITBhubaneswar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",2107,3291
IITBhubaneswar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)","OBC-NCL
(PwD)",Gender-Neutral,31,31
IITBhubaneswar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OPEN,Gender-Neutral,2389,3685
IITBhubaneswar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OPEN,"Female-only
(including
Supernumerary)",4833,7557
IITBhubaneswar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OPEN(PwD),"Female-only
(including
Supernumerary)",197,197
IITBhubaneswar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",SC,Gender-Neutral,382,596
IITBhubaneswar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",SC,"Female-only
(including
Supernumerary)",1279,1313
IITBhubaneswar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",SC(PwD),Gender-Neutral,30,30
IITBhubaneswar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",ST,Gender-Neutral,241,356
IITBhubaneswar,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",ST,"Female-only
(including
Supernumerary)",546,649
IITBhubaneswar,"ElectricalEngineering(4YearsBachelor
ofTechnology)",EWS,Gender-Neutral,1013,1261
IITBhubaneswar,"ElectricalEngineering(4YearsBachelor
ofTechnology)",EWS,"Female-only
(including
Supernumerary)",2194,2249
IITBhubaneswar,"ElectricalEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,Gender-Neutral,2167,2876
IITBhubaneswar,"ElectricalEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",5899,6611
IITBhubaneswar,"ElectricalEngineering(4YearsBachelor
ofTechnology)",OPEN,Gender-Neutral,5381,7661
IITBhubaneswar,"ElectricalEngineering(4YearsBachelor
ofTechnology)",OPEN,"Female-only
(including
Supernumerary)",12140,14183
IITBhubaneswar,"ElectricalEngineering(4YearsBachelor
ofTechnology)",OPEN(PwD),Gender-Neutral,262,262
IITBhubaneswar,"ElectricalEngineering(4YearsBachelor
ofTechnology)",SC,Gender-Neutral,1105,1762
IITBhubaneswar,"ElectricalEngineering(4YearsBachelor
ofTechnology)",SC,"Female-only
(including
Supernumerary)",2081,2081
IITBhubaneswar,"ElectricalEngineering(4YearsBachelor
ofTechnology)",ST,Gender-Neutral,667,792
IITBhubaneswar,"ElectricalEngineering(4YearsBachelor
ofTechnology)",ST,"Female-only
(including
Supernumerary)",1179,1179
IITBhubaneswar,"ElectronicsandCommunication
Engineering(4YearsBachelorof
Technology)",EWS,Gender-Neutral,601,738
IITBhubaneswar,"ElectronicsandCommunication
Engineering(4YearsBachelorof
Technology)",EWS,"Female-only
(including
Supernumerary)",1941,1941
IITBhubaneswar,"ElectronicsandCommunication
Engineering(4YearsBachelorof
Technology)",OBC-NCL,Gender-Neutral,1423,2026
IITBhubaneswar,"ElectronicsandCommunication
Engineering(4YearsBachelorof
Technology)",OBC-NCL,"Female-only
(including
Supernumerary)",3327,3729
IITBhubaneswar,"ElectronicsandCommunication
Engineering(4YearsBachelorof
Technology)",OPEN,Gender-Neutral,3944,5157
IITBhubaneswar,"ElectronicsandCommunication
Engineering(4YearsBachelorof
Technology)",OPEN,"Female-only
(including
Supernumerary)",8798,10904
IITBhubaneswar,"ElectronicsandCommunication
Engineering(4YearsBachelorof
Technology)",OPEN(PwD),Gender-Neutral,59,59
IITBhubaneswar,"ElectronicsandCommunication
Engineering(4YearsBachelorof
Technology)",SC,Gender-Neutral,914,1239
IITBhubaneswar,"ElectronicsandCommunication
Engineering(4YearsBachelorof
Technology)",SC,"Female-only
(including
Supernumerary)",1773,1915
IITBhubaneswar,"ElectronicsandCommunication
Engineering(4YearsBachelorof
Technology)",ST,Gender-Neutral,384,538
IITBhubaneswar,"ElectronicsandCommunication
Engineering(4YearsBachelorof
Technology)",ST,"Female-only
(including
Supernumerary)",910,910
IITBhubaneswar,"EngineeringPhysics(4YearsBachelorof
Technology)",EWS,Gender-Neutral,1846,1978
IITBhubaneswar,"EngineeringPhysics(4YearsBachelorof
Technology)",OBC-NCL,Gender-Neutral,3136,4378
IITBhubaneswar,"EngineeringPhysics(4YearsBachelorof
Technology)",OBC-NCL,"Female-only
(including
Supernumerary)",9267,9267
IITBhubaneswar,"EngineeringPhysics(4YearsBachelorof
Technology)",OPEN,Gender-Neutral,10756,11307
IITBhubaneswar,"EngineeringPhysics(4YearsBachelorof
Technology)",OPEN,"Female-only
(including
Supernumerary)",18825,18825
IITBhubaneswar,"EngineeringPhysics(4YearsBachelorof
Technology)",SC,Gender-Neutral,2045,2226
IITBhubaneswar,"EngineeringPhysics(4YearsBachelorof
Technology)",SC,"Female-only
(including
Supernumerary)",4555,4555
IITBhubaneswar,"EngineeringPhysics(4YearsBachelorof
Technology)",ST,Gender-Neutral,1333,1333
IITBhubaneswar,"MechanicalEngineering(4Years
BachelorofTechnology)",EWS,Gender-Neutral,1400,1639
IITBhubaneswar,"MechanicalEngineering(4Years
BachelorofTechnology)",EWS,"Female-only
(including
Supernumerary)",3122,3236
IITBhubaneswar,"MechanicalEngineering(4Years
BachelorofTechnology)",OBC-NCL,Gender-Neutral,3078,3885
IITBhubaneswar,"MechanicalEngineering(4Years
BachelorofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",7053,7801
IITBhubaneswar,"MechanicalEngineering(4Years
BachelorofTechnology)",OPEN,Gender-Neutral,7881,10233
IITBhubaneswar,"MechanicalEngineering(4Years
BachelorofTechnology)",OPEN,"Female-only
(including
Supernumerary)",16104,19505
IITBhubaneswar,"MechanicalEngineering(4Years
BachelorofTechnology)",OPEN(PwD),Gender-Neutral,172,172
IITBhubaneswar,"MechanicalEngineering(4Years
BachelorofTechnology)",SC,Gender-Neutral,1907,2293
IITBhubaneswar,"MechanicalEngineering(4Years
BachelorofTechnology)",SC,"Female-only
(including
Supernumerary)",2465,3941
IITBhubaneswar,"MechanicalEngineering(4Years
BachelorofTechnology)",ST,Gender-Neutral,918,1041
IITBhubaneswar,"MechanicalEngineering(4Years
BachelorofTechnology)",ST,"Female-only
(including
Supernumerary)",1735,1735
IITBhubaneswar,"MetallurgicalandMaterialsEngineering
(4YearsBachelorofTechnology)",EWS,Gender-Neutral,2301,2373
IITBhubaneswar,"MetallurgicalandMaterialsEngineering
(4YearsBachelorofTechnology)",EWS,"Female-only
(including
Supernumerary)",4185,4185
IITBhubaneswar,"MetallurgicalandMaterialsEngineering
(4YearsBachelorofTechnology)",OBC-NCL,Gender-Neutral,4730,5608
IITBhubaneswar,"MetallurgicalandMaterialsEngineering
(4YearsBachelorofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",9228,9228
IITBhubaneswar,"MetallurgicalandMaterialsEngineering
(4YearsBachelorofTechnology)",OPEN,Gender-Neutral,11823,14898
IITBhubaneswar,"MetallurgicalandMaterialsEngineering
(4YearsBachelorofTechnology)",OPEN,"Female-only
(including
Supernumerary)",20901,21693
IITBhubaneswar,"MetallurgicalandMaterialsEngineering
(4YearsBachelorofTechnology)",SC,Gender-Neutral,2332,2774
IITBhubaneswar,"MetallurgicalandMaterialsEngineering
(4YearsBachelorofTechnology)",SC,"Female-only
(including
Supernumerary)",4396,4396
IITBhubaneswar,"MetallurgicalandMaterialsEngineering
(4YearsBachelorofTechnology)",ST,Gender-Neutral,1102,1223
IITBhubaneswar,"MetallurgicalandMaterialsEngineering
(4YearsBachelorofTechnology)",ST,"Female-only
(including
Supernumerary)",330,602
IITBombay,"AerospaceEngineering(4YearsBachelor
ofTechnology)",EWS,Gender-Neutral,327,618
IITBombay,"AerospaceEngineering(4YearsBachelor
ofTechnology)",EWS,"Female-only
(including
Supernumerary)",1050,1409
IITBombay,"AerospaceEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,Gender-Neutral,447,1577
IITBombay,"AerospaceEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",1935,3516
IITBombay,"AerospaceEngineering(4YearsBachelor
ofTechnology)","OBC-NCL
(PwD)",Gender-Neutral,62,62
IITBombay,"AerospaceEngineering(4YearsBachelor
ofTechnology)",OPEN,Gender-Neutral,817,2394
IITBombay,"AerospaceEngineering(4YearsBachelor
ofTechnology)",OPEN,"Female-only
(including
Supernumerary)",2494,6360
IITBombay,"AerospaceEngineering(4YearsBachelor
ofTechnology)",OPEN(PwD),Gender-Neutral,44,44
IITBombay,"AerospaceEngineering(4YearsBachelor
ofTechnology)",OPEN(PwD),"Female-only
(including
Supernumerary)",41,41
IITBombay,"AerospaceEngineering(4YearsBachelor
ofTechnology)",SC,Gender-Neutral,136,678
IITBombay,"AerospaceEngineering(4YearsBachelor
ofTechnology)",SC,"Female-only
(including
Supernumerary)",803,1493
IITBombay,"AerospaceEngineering(4YearsBachelor
ofTechnology)",ST,Gender-Neutral,184,501
IITBombay,"AerospaceEngineering(4YearsBachelor
ofTechnology)",ST,"Female-only
(including
Supernumerary)",424,424
IITBombay,"ChemicalEngineering(4YearsBachelor
ofTechnology)",EWS,Gender-Neutral,390,485
IITBombay,"ChemicalEngineering(4YearsBachelor
ofTechnology)",EWS,"Female-only
(including
Supernumerary)",927,1438
IITBombay,"ChemicalEngineering(4YearsBachelor
ofTechnology)",EWS(PwD),Gender-Neutral,44,44
IITBombay,"ChemicalEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,Gender-Neutral,953,1338
IITBombay,"ChemicalEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",2481,3197
IITBombay,"ChemicalEngineering(4YearsBachelor
ofTechnology)","OBC-NCL
(PwD)",Gender-Neutral,64,64
IITBombay,"ChemicalEngineering(4YearsBachelor
ofTechnology)",OPEN,Gender-Neutral,650,2545
IITBombay,"ChemicalEngineering(4YearsBachelor
ofTechnology)",OPEN,"Female-only
(including
Supernumerary)",4559,6650
IITBombay,"ChemicalEngineering(4YearsBachelor
ofTechnology)",OPEN(PwD),Gender-Neutral,130,153
IITBombay,"ChemicalEngineering(4YearsBachelor
ofTechnology)",OPEN(PwD),"Female-only
(including
Supernumerary)",265,265
IITBombay,"ChemicalEngineering(4YearsBachelor
ofTechnology)",SC,Gender-Neutral,492,783
IITBombay,"ChemicalEngineering(4YearsBachelor
ofTechnology)",SC,"Female-only
(including
Supernumerary)",1123,1498
IITBombay,"ChemicalEngineering(4YearsBachelor
ofTechnology)",ST,Gender-Neutral,301,413
IITBombay,"ChemicalEngineering(4YearsBachelor
ofTechnology)",ST,"Female-only
(including
Supernumerary)",344,742
IITBombay,"CivilEngineering(4YearsBachelorof
Technology)",EWS,Gender-Neutral,559,769
IITBombay,"CivilEngineering(4YearsBachelorof
Technology)",EWS,"Female-only
(including
Supernumerary)",1725,2029
IITBombay,"CivilEngineering(4YearsBachelorof
Technology)",EWS(PwD),Gender-Neutral,36,36
IITBombay,"CivilEngineering(4YearsBachelorof
Technology)",OBC-NCL,Gender-Neutral,1076,1979
IITBombay,"CivilEngineering(4YearsBachelorof
Technology)",OBC-NCL,"Female-only
(including
Supernumerary)",3419,4709
IITBombay,"CivilEngineering(4YearsBachelorof
Technology)","OBC-NCL
(PwD)",Gender-Neutral,50,53
IITBombay,"CivilEngineering(4YearsBachelorof
Technology)",OPEN,Gender-Neutral,2244,4046
IITBombay,"CivilEngineering(4YearsBachelorof
Technology)",OPEN,"Female-only
(including
Supernumerary)",6334,8833
IITBombay,"CivilEngineering(4YearsBachelorof
Technology)",OPEN(PwD),Gender-Neutral,142,151
IITBombay,"CivilEngineering(4YearsBachelorof
Technology)",OPEN(PwD),"Female-only
(including
Supernumerary)",148,148
IITBombay,"CivilEngineering(4YearsBachelorof
Technology)",SC,Gender-Neutral,580,1002
IITBombay,"CivilEngineering(4YearsBachelorof
Technology)",SC,"Female-only
(including
Supernumerary)",770,1986
IITBombay,"CivilEngineering(4YearsBachelorof
Technology)",ST,Gender-Neutral,41,331
IITBombay,"CivilEngineering(4YearsBachelorof
Technology)",ST,"Female-only
(including
Supernumerary)",601,623
IITBombay,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",EWS,Gender-Neutral,7,23
IITBombay,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",EWS,"Female-only
(including
Supernumerary)",43,79
IITBombay,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",EWS(PwD),Gender-Neutral,3,3
IITBombay,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OBC-NCL,Gender-Neutral,5,50
IITBombay,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",66,274
IITBombay,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)","OBC-NCL
(PwD)",Gender-Neutral,1,2
IITBombay,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)","OBC-NCL
(PwD)","Female-only
(including
Supernumerary)",20,20
IITBombay,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OPEN,Gender-Neutral,1,68
IITBombay,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OPEN,"Female-only
(including
Supernumerary)",7,421
IITBombay,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OPEN(PwD),Gender-Neutral,1,3
IITBombay,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OPEN(PwD),"Female-only
(including
Supernumerary)",7,7
IITBombay,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",SC,Gender-Neutral,1,32
IITBombay,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",SC,"Female-only
(including
Supernumerary)",10,71
IITBombay,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",SC(PwD),Gender-Neutral,1,1
IITBombay,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",ST,Gender-Neutral,1,13
IITBombay,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",ST,"Female-only
(including
Supernumerary)",16,40
IITBombay,"ComputerScienceandEngineering(4
YearsBachelorofTechnology)",ST(PwD),Gender-Neutral,1,1
IITBombay,"ElectricalEngineering(4YearsBachelor
ofTechnology)",EWS,Gender-Neutral,57,116
IITBombay,"ElectricalEngineering(4YearsBachelor
ofTechnology)",EWS,"Female-only
(including
Supernumerary)",208,455
IITBombay,"ElectricalEngineering(4YearsBachelor
ofTechnology)",EWS(PwD),Gender-Neutral,21,21
IITBombay,"ElectricalEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,Gender-Neutral,131,325
IITBombay,"ElectricalEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",608,830
IITBombay,"ElectricalEngineering(4YearsBachelor
ofTechnology)","OBC-NCL
(PwD)",Gender-Neutral,23,23
IITBombay,"ElectricalEngineering(4YearsBachelor
ofTechnology)",OPEN,Gender-Neutral,15,496
IITBombay,"ElectricalEngineering(4YearsBachelor
ofTechnology)",OPEN,"Female-only
(including
Supernumerary)",642,1339
IITBombay,"ElectricalEngineering(4YearsBachelor
ofTechnology)",OPEN(PwD),Gender-Neutral,14,30
IITBombay,"ElectricalEngineering(4YearsBachelor
ofTechnology)",OPEN(PwD),"Female-only
(including
Supernumerary)",77,77
IITBombay,"ElectricalEngineering(4YearsBachelor
ofTechnology)",SC,Gender-Neutral,34,171
IITBombay,"ElectricalEngineering(4YearsBachelor
ofTechnology)",SC,"Female-only
(including
Supernumerary)",196,368
IITBombay,"ElectricalEngineering(4YearsBachelor
ofTechnology)",SC(PwD),Gender-Neutral,10,10
IITBombay,"ElectricalEngineering(4YearsBachelor
ofTechnology)",ST,Gender-Neutral,36,79
IITBombay,"ElectricalEngineering(4YearsBachelor
ofTechnology)",ST,"Female-only
(including
Supernumerary)",84,176
IITBombay,"EngineeringPhysics(4YearsBachelorof
Technology)",EWS,Gender-Neutral,442,567
IITBombay,"EngineeringPhysics(4YearsBachelorof
Technology)",EWS,"Female-only
(including
Supernumerary)",1410,1410
IITBombay,"EngineeringPhysics(4YearsBachelorof
Technology)",OBC-NCL,Gender-Neutral,970,1578
IITBombay,"EngineeringPhysics(4YearsBachelorof
Technology)",OBC-NCL,"Female-only
(including
Supernumerary)",2329,2854
IITBombay,"EngineeringPhysics(4YearsBachelorof
Technology)","OBC-NCL
(PwD)",Gender-Neutral,106,106
IITBombay,"EngineeringPhysics(4YearsBachelorof
Technology)",OPEN,Gender-Neutral,197,1719
IITBombay,"EngineeringPhysics(4YearsBachelorof
Technology)",OPEN,"Female-only
(including
Supernumerary)",1680,3629
IITBombay,"EngineeringPhysics(4YearsBachelorof
Technology)",OPEN(PwD),Gender-Neutral,156,156
IITBombay,"EngineeringPhysics(4YearsBachelorof
Technology)",SC,Gender-Neutral,217,779
IITBombay,"EngineeringPhysics(4YearsBachelorof
Technology)",SC,"Female-only
(including
Supernumerary)",1772,2347
IITBombay,"EngineeringPhysics(4YearsBachelorof
Technology)",SC(PwD),Gender-Neutral,11,11
IITBombay,"EngineeringPhysics(4YearsBachelorof
Technology)",ST,Gender-Neutral,15,682
IITBombay,"EngineeringPhysics(4YearsBachelorof
Technology)",ST,"Female-only
(including
Supernumerary)",1047,1047
IITBombay,"MechanicalEngineering(4Years
BachelorofTechnology)",EWS,Gender-Neutral,164,367
IITBombay,"MechanicalEngineering(4Years
BachelorofTechnology)",EWS,"Female-only
(including
Supernumerary)",968,1319
IITBombay,"MechanicalEngineering(4Years
BachelorofTechnology)",EWS(PwD),Gender-Neutral,32,32
IITBombay,"MechanicalEngineering(4Years
BachelorofTechnology)",OBC-NCL,Gender-Neutral,462,958
IITBombay,"MechanicalEngineering(4Years
BachelorofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",1265,2722
IITBombay,"MechanicalEngineering(4Years
BachelorofTechnology)","OBC-NCL
(PwD)",Gender-Neutral,19,23
IITBombay,"MechanicalEngineering(4Years
BachelorofTechnology)",OPEN,Gender-Neutral,666,1685
IITBombay,"MechanicalEngineering(4Years
BachelorofTechnology)",OPEN,"Female-only
(including
Supernumerary)",1662,4444
IITBombay,"MechanicalEngineering(4Years
BachelorofTechnology)",OPEN(PwD),Gender-Neutral,78,152
IITBombay,"MechanicalEngineering(4Years
BachelorofTechnology)",SC,Gender-Neutral,191,476
IITBombay,"MechanicalEngineering(4Years
BachelorofTechnology)",SC,"Female-only
(including
Supernumerary)",142,1066
IITBombay,"MechanicalEngineering(4Years
BachelorofTechnology)",ST,Gender-Neutral,61,309
IITBombay,"MechanicalEngineering(4Years
BachelorofTechnology)",ST,"Female-only
(including
Supernumerary)",466,516
IITBombay,"MetallurgicalEngineeringandMaterials
Science(4YearsBachelorofTechnology)",EWS,Gender-Neutral,624,907
IITBombay,"MetallurgicalEngineeringandMaterials
Science(4YearsBachelorofTechnology)",EWS,"Female-only
(including
Supernumerary)",1585,1723
IITBombay,"MetallurgicalEngineeringandMaterials
Science(4YearsBachelorofTechnology)",OBC-NCL,Gender-Neutral,1439,2207
IITBombay,"MetallurgicalEngineeringandMaterials
Science(4YearsBachelorofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",3446,5594
IITBombay,"MetallurgicalEngineeringandMaterials
Science(4YearsBachelorofTechnology)",OPEN,Gender-Neutral,2690,4193
IITBombay,"MetallurgicalEngineeringandMaterials
Science(4YearsBachelorofTechnology)",OPEN,"Female-only
(including
Supernumerary)",6870,8491
IITBombay,"MetallurgicalEngineeringandMaterials
Science(4YearsBachelorofTechnology)",OPEN(PwD),Gender-Neutral,249,263
IITBombay,"MetallurgicalEngineeringandMaterials
Science(4YearsBachelorofTechnology)",SC,Gender-Neutral,901,1369
IITBombay,"MetallurgicalEngineeringandMaterials
Science(4YearsBachelorofTechnology)",SC,"Female-only
(including
Supernumerary)",1500,2276
IITBombay,"MetallurgicalEngineeringandMaterials
Science(4YearsBachelorofTechnology)",ST,Gender-Neutral,514,641
IITBombay,"MetallurgicalEngineeringandMaterials
Science(4YearsBachelorofTechnology)",ST,"Female-only
(including
Supernumerary)",1154,1251
IITBombay,"EnergyEngineering(4YearsBachelorof
Technology)",EWS,Gender-Neutral,490,568
IITBombay,"EnergyEngineering(4YearsBachelorof
Technology)",EWS,"Female-only
(including
Supernumerary)",1691,1691
IITBombay,"EnergyEngineering(4YearsBachelorof
Technology)",OBC-NCL,Gender-Neutral,1300,1650
IITBombay,"EnergyEngineering(4YearsBachelorof
Technology)",OBC-NCL,"Female-only
(including
Supernumerary)",3388,3824
IITBombay,"EnergyEngineering(4YearsBachelorof
Technology)","OBC-NCL
(PwD)",Gender-Neutral,61,61
IITBombay,"EnergyEngineering(4YearsBachelorof
Technology)",OPEN,Gender-Neutral,1905,2689
IITBombay,"EnergyEngineering(4YearsBachelorof
Technology)",OPEN,"Female-only
(including
Supernumerary)",3767,5537
IITBombay,"EnergyEngineering(4YearsBachelorof
Technology)",OPEN(PwD),Gender-Neutral,184,184
IITBombay,"EnergyEngineering(4YearsBachelorof
Technology)",SC,Gender-Neutral,706,990
IITBombay,"EnergyEngineering(4YearsBachelorof
Technology)",SC,"Female-only
(including
Supernumerary)",1673,1673
IITBombay,"EnergyEngineering(4YearsBachelorof
Technology)",ST,Gender-Neutral,552,669
IITBombay,"EnergyEngineering(4YearsBachelorof
Technology)",ST,"Female-only
(including
Supernumerary)",1473,1473
IITBombay,Chemistry(4YearsBachelorofScience),EWS,Gender-Neutral,1175,1338
IITBombay,Chemistry(4YearsBachelorofScience),EWS,"Female-only
(including
Supernumerary)",2637,2637
IITBombay,Chemistry(4YearsBachelorofScience),OBC-NCL,Gender-Neutral,2780,3506
IITBombay,Chemistry(4YearsBachelorofScience),OBC-NCL,"Female-only
(including
Supernumerary)",7579,7754
IITBombay,Chemistry(4YearsBachelorofScience),OPEN,Gender-Neutral,5629,7430
IITBombay,Chemistry(4YearsBachelorofScience),OPEN,"Female-only
(including
Supernumerary)",9692,11262
IITBombay,Chemistry(4YearsBachelorofScience),OPEN(PwD),Gender-Neutral,193,193
IITBombay,Chemistry(4YearsBachelorofScience),SC,Gender-Neutral,1688,2025
IITBombay,Chemistry(4YearsBachelorofScience),SC,"Female-only
(including
Supernumerary)",3101,3101
IITBombay,Chemistry(4YearsBachelorofScience),ST,Gender-Neutral,1007,1036
IITBombay,Chemistry(4YearsBachelorofScience),ST,"Female-only
(including
Supernumerary)",1498,1498
IITBombay,Economics(4YearsBachelorofScience),EWS,Gender-Neutral,398,525
IITBombay,Economics(4YearsBachelorofScience),EWS,"Female-only
(including
Supernumerary)",920,920
IITBombay,Economics(4YearsBachelorofScience),OBC-NCL,Gender-Neutral,618,1255
IITBombay,Economics(4YearsBachelorofScience),OBC-NCL,"Female-only
(including
Supernumerary)",1491,2705
IITBombay,Economics(4YearsBachelorofScience),OPEN,Gender-Neutral,1562,2408
IITBombay,Economics(4YearsBachelorofScience),OPEN,"Female-only
(including
Supernumerary)",3878,4408
IITBombay,Economics(4YearsBachelorofScience),OPEN(PwD),Gender-Neutral,144,144
IITBombay,Economics(4YearsBachelorofScience),SC,Gender-Neutral,280,722
IITBombay,Economics(4YearsBachelorofScience),SC,"Female-only
(including
Supernumerary)",373,373
IITBombay,Economics(4YearsBachelorofScience),ST,Gender-Neutral,130,222
IITBombay,Economics(4YearsBachelorofScience),ST,"Female-only
(including
Supernumerary)",714,714
IITBombay,"BSinMathematics(4YearsBachelorof
Science)",EWS,Gender-Neutral,360,360
IITBombay,"BSinMathematics(4YearsBachelorof
Science)",EWS,"Female-only
(including
Supernumerary)",1490,1490
IITBombay,"BSinMathematics(4YearsBachelorof
Science)",OBC-NCL,Gender-Neutral,1106,1291
IITBombay,"BSinMathematics(4YearsBachelorof
Science)",OBC-NCL,"Female-only
(including
Supernumerary)",3479,3479
IITBombay,"BSinMathematics(4YearsBachelorof
Science)",OPEN,Gender-Neutral,631,1191
IITBombay,"BSinMathematics(4YearsBachelorof
Science)",OPEN,"Female-only
(including
Supernumerary)",4101,4101
IITBombay,"BSinMathematics(4YearsBachelorof
Science)",OPEN(PwD),Gender-Neutral,139,139
IITBombay,"BSinMathematics(4YearsBachelorof
Science)",SC,Gender-Neutral,521,545
IITBombay,"BSinMathematics(4YearsBachelorof
Science)",SC,"Female-only
(including
Supernumerary)",1438,1438
IITBombay,"BSinMathematics(4YearsBachelorof
Science)",ST,Gender-Neutral,247,247
IITBombay,"ElectricalEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",EWS,Gender-Neutral,183,199
IITBombay,"ElectricalEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",EWS,"Female-only
(including
Supernumerary)",558,753
IITBombay,"ElectricalEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",OBC-NCL,Gender-Neutral,379,571
IITBombay,"ElectricalEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",OBC-NCL,"Female-only
(including
Supernumerary)",1006,1877
IITBombay,"ElectricalEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))","OBC-NCL
(PwD)",Gender-Neutral,42,42
IITBombay,"ElectricalEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",OPEN,Gender-Neutral,536,973
IITBombay,"ElectricalEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",OPEN,"Female-only
(including
Supernumerary)",1731,2424
IITBombay,"ElectricalEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",OPEN(PwD),Gender-Neutral,52,52
IITBombay,"ElectricalEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",OPEN(PwD),"Female-only
(including
Supernumerary)",245,245
IITBombay,"ElectricalEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",SC,Gender-Neutral,197,274
IITBombay,"ElectricalEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",SC,"Female-only
(including
Supernumerary)",584,1054
IITBombay,"ElectricalEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",ST,Gender-Neutral,131,221
IITBombay,"ElectricalEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",ST,"Female-only
(including
Supernumerary)",363,363
